filename,mvt_id,trueOrInference,arousal_trend_slope,arousal_curvature,arousal_mean,arousal_std,valence_trend_slope,valence_curvature,valence_mean,valence_std,score_mvt_arousal,score_mvt_valence
Reference Work,2,True,1.34,-0.10,3.90,1.17,0.58,-0.10,8.50,0.33,4.00,9.00
Reference Work,2,False,0.59,-0.35,6.65,0.62,-1.47,0.15,3.25,1.19,7.60,2.40
Beethoven5_0,2,True,0.10,0.30,3.80,0.59,-0.90,0.50,8.33,0.25,3.90,8.70
Beethoven5_0,2,False,-0.20,0.01,6.40,0.46,2.19,-0.66,4.56,1.57,7.10,3.80
Mahler6_0,2,True,-0.27,0.07,4.68,0.92,1.49,-0.34,7.92,0.61,5.00,8.60
Mahler6_0,2,False,0.10,-0.10,6.90,0.33,-5.00,1.40,3.50,1.68,8.00,2.00
Mendelssohn5_0,2,True,6.00,-2.60,4.47,1.39,1.00,-0.60,8.60,0.33,6.00,8.60
Mendelssohn5_0,2,False,-1.30,-0.10,6.53,1.23,-7.20,4.00,4.87,2.00,7.60,3.30
Mendelssohn9_0,2,True,1.88,-0.40,4.50,1.12,-0.27,0.15,8.15,0.26,6.00,8.70
Mendelssohn9_0,2,False,-1.68,0.60,6.80,0.62,1.46,-0.50,2.50,0.52,7.70,2.40
Schubert1_0,2,True,0.38,-0.10,3.90,0.30,0.50,-0.30,7.90,0.54,3.40,9.00
Schubert1_0,2,False,-0.33,-0.15,6.75,0.96,-3.94,1.30,4.30,1.51,7.10,3.60
Schubert2_0,2,True,1.97,-0.53,4.36,0.91,-0.37,0.13,8.12,0.35,5.40,8.80
Schubert2_0,2,False,1.66,-0.30,6.16,0.85,0.07,-0.23,5.88,1.84,7.30,5.90
Schubert6_0,2,True,1.60,-0.20,4.50,1.22,0.26,-0.10,8.10,0.17,5.00,9.00
Schubert6_0,2,False,-0.47,0.04,5.84,0.89,-3.47,0.83,4.16,1.41,6.90,4.20
Schumann1_0,2,True,0.88,-0.00,4.20,1.02,-0.19,0.15,8.35,0.41,5.10,8.90
Schumann1_0,2,False,-0.17,0.05,7.25,0.30,-1.39,0.95,3.65,1.95,8.00,2.50
Reference Work,3,True,0.09,-0.05,7.25,0.26,0.30,-0.10,8.70,0.10,8.00,9.00
Reference Work,3,False,2.52,-0.80,5.90,0.83,1.40,-0.60,3.40,0.87,6.00,3.00
Beethoven5_0,3,True,-0.22,0.05,6.83,0.33,-0.31,0.11,7.87,0.67,7.90,8.70
Beethoven5_0,3,False,2.17,-0.53,5.40,1.11,-1.30,0.29,3.36,0.74,6.10,3.00
Mahler6_0,3,True,-0.52,0.00,7.10,0.64,-0.65,0.25,8.75,0.43,7.70,9.00
Mahler6_0,3,False,-1.89,0.65,5.45,1.09,1.52,-0.40,3.80,0.57,6.40,3.60
Mendelssohn5_0,3,True,0.72,-0.20,6.40,0.47,1.28,-0.20,7.80,0.93,6.70,7.80
Mendelssohn5_0,3,False,0.74,-0.30,5.80,0.37,0.81,-0.45,3.55,0.99,5.90,2.60
Mendelssohn9_0,3,True,-2.52,0.80,7.10,1.02,-1.12,0.40,8.60,0.45,8.00,9.10
Mendelssohn9_0,3,False,-2.27,0.55,5.35,0.89,3.85,-1.65,4.85,2.29,6.00,3.80
Schubert1_0,3,True,-1.56,0.60,6.90,0.67,-0.04,0.20,8.60,0.66,8.00,9.00
Schubert1_0,3,False,0.51,-0.35,5.55,0.70,1.63,-0.75,4.25,1.31,5.80,3.90
Schubert2_0,3,True,0.37,-0.13,6.96,0.43,0.57,-0.16,8.16,0.51,7.80,9.00
Schubert2_0,3,False,-1.67,0.55,6.15,0.57,0.42,-0.10,4.10,0.52,6.50,3.70
Schubert6_0,3,True,-1.01,0.16,6.88,1.18,-0.61,0.16,8.48,0.35,8.00,9.00
Schubert6_0,3,False,-0.33,-0.03,5.80,1.01,-0.36,-0.01,5.04,1.22,6.80,5.40
Schumann1_0,3,True,0.48,-0.01,7.16,0.61,-1.05,0.33,8.00,0.89,8.00,9.00
Schumann1_0,3,False,1.14,-0.26,5.80,0.89,-0.66,0.21,4.27,1.57,6.90,3.10
Reference Work,4,True,-0.98,0.11,6.35,1.23,1.84,-0.12,6.90,2.39,6.80,8.00
Reference Work,4,False,-0.28,0.05,6.30,0.83,-1.92,0.12,4.62,2.82,6.80,3.40
Beethoven5_0,4,True,0.11,-0.07,7.72,0.30,1.07,-0.04,7.48,1.39,7.90,8.80
Beethoven5_0,4,False,-0.01,-0.03,5.92,1.20,-2.77,0.36,5.68,2.22,7.00,5.00
Mahler6_0,4,True,-0.13,-0.02,6.88,0.96,-0.37,0.11,7.35,1.43,7.60,8.30
Mahler6_0,4,False,-0.23,0.02,6.74,0.72,-2.41,0.18,4.80,2.80,7.70,3.70
Mendelssohn5_0,4,True,-0.19,-0.00,7.23,0.43,1.36,-0.08,7.23,2.11,7.60,8.90
Mendelssohn5_0,4,False,-1.64,0.39,6.84,0.85,-1.63,0.07,6.32,2.08,7.80,6.30
Mendelssohn9_0,4,True,0.40,-0.20,7.10,0.54,3.79,-0.75,6.35,1.89,7.30,7.60
Mendelssohn9_0,4,False,-3.45,1.25,6.15,1.64,-1.13,-0.35,6.05,2.49,6.70,6.40
Schubert1_0,4,True,-0.00,-0.21,6.00,1.43,2.44,-0.20,6.44,2.37,7.30,6.90
Schubert1_0,4,False,0.41,-0.02,6.21,1.04,-2.66,0.25,4.20,2.70,7.40,3.10
Schubert2_0,4,True,-0.85,0.06,6.53,1.36,1.51,-0.12,7.40,1.79,7.00,8.00
Schubert2_0,4,False,0.20,-0.00,6.23,0.82,-1.63,0.07,4.69,2.77,7.00,3.60
Schubert6_0,4,True,-0.67,0.05,6.50,0.84,0.05,0.04,7.80,0.91,7.50,7.80
Schubert6_0,4,False,-1.99,0.33,6.23,1.15,-1.03,-0.08,6.07,2.62,6.80,6.00
Schumann1_0,4,True,-0.22,0.03,6.90,0.73,1.47,-0.12,7.30,1.65,7.10,8.20
Schumann1_0,4,False,-0.24,0.03,7.17,0.51,-0.30,-0.17,6.00,2.85,7.90,5.80
